Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-07-09T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200502,F,BROOKLYN,67,0,<18,M,BLACK,40.648859,-73.95082,Tuesday,"40.648859, -73.95082"
2024-06-20T00:00:00.000-04:00,681,"CHILD, ENDANGERING WELFARE",233,OTHER,PL 2601001,M,BRONX,52,0,25-44,F,BLACK,40.8694704770483,-73.8798608037303,Thursday,"40.8694704770483, -73.8798608037303"
2024-02-17T00:00:00.000-05:00,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,OTHER,PL 1450001,M,BRONX,50,0,25-44,M,BLACK,40.883111,-73.90332,Saturday,"40.883111, -73.90332"
2024-02-04T00:00:00.000-05:00,905,"INTOXICATED DRIVING,ALCOHOL",347,OTHER,VTL11920U3,M,MANHATTAN,25,4,25-44,M,WHITE,40.789593,-73.929984,Sunday,"40.789593, -73.929984"
2024-02-15T00:00:00.000-05:00,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,OTHER,PL 1402000,F,MANHATTAN,14,0,25-44,M,BLACK,40.753455,-73.994398,Thursday,"40.753455, -73.994398"
2024-01-26T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,20,0,45-64,M,BLACK,40.784499,-73.97548,Friday,"40.784499, -73.97548"
2024-07-17T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,14,0,18-24,M,HISPANIC,40.749673,-73.987955,Wednesday,"40.749673, -73.987955"
2024-01-31T00:00:00.000-05:00,782,"WEAPONS, POSSESSION, ETC",236,OTHER,PL 2650101,M,MANHATTAN,28,0,25-44,M,BLACK,40.802024054077805,-73.94968150946018,Wednesday,"40.802024054077805, -73.94968150946018"
2024-06-28T00:00:00.000-04:00,117,RECKLESS ENDANGERMENT 1,126,OTHER,PL 1202500,F,QUEENS,114,0,18-24,M,ASIAN,40.77148648876438,-73.92939650967959,Friday,"40.77148648876438, -73.92939650967959"
2024-06-26T00:00:00.000-04:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,QUEENS,110,1,25-44,M,HISPANIC,40.74681219683057,-73.8917520418653,Wednesday,"40.74681219683057, -73.8917520418653"
2024-02-20T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,QUEENS,102,0,45-64,M,HISPANIC,40.68814942897618,-73.8488335078858,Tuesday,"40.68814942897618, -73.8488335078858"
2024-02-15T00:00:00.000-05:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1600500,F,BROOKLYN,75,0,25-44,M,BLACK,40.671413,-73.88151,Thursday,"40.671413, -73.88151"
2024-01-21T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,QUEENS,115,0,25-44,M,BLACK,40.76318007297111,-73.87632931793175,Sunday,"40.76318007297111, -73.87632931793175"
2024-01-22T00:00:00.000-05:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,QUEENS,103,0,25-44,M,HISPANIC,40.705607,-73.788417,Monday,"40.705607, -73.788417"
2024-01-26T00:00:00.000-05:00,565,"PROSTITUTION, PATRONIZING 4, 3",356,OTHER,PL 2300400,M,QUEENS,115,0,25-44,M,BLACK,40.747087,-73.889124,Friday,"40.747087, -73.889124"
2024-02-09T00:00:00.000-05:00,494,"STOLEN PROPERTY 2,1,POSSESSION",111,OTHER,PL 1654502,F,BRONX,46,0,18-24,M,HISPANIC,40.849029,-73.911401,Friday,"40.849029, -73.911401"
2024-02-07T00:00:00.000-05:00,847,"NY STATE LAWS,UNCLASSIFIED FEL",125,OTHER,VTL05110FE,F,BRONX,42,0,25-44,M,BLACK,40.82649201512014,-73.90773778195063,Wednesday,"40.82649201512014, -73.90773778195063"
2024-01-23T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,MANHATTAN,25,0,18-24,M,BLACK,40.79862228021883,-73.94161894101322,Tuesday,"40.79862228021883, -73.94161894101322"
2024-02-17T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,9,0,25-44,M,BLACK,40.734637,-73.990328,Saturday,"40.734637, -73.990328"
2024-07-14T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,67,0,25-44,M,BLACK,40.663492,-73.926872,Sunday,"40.663492, -73.926872"
2024-02-15T00:00:00.000-05:00,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OTHER,PL 2052001,M,BRONX,41,72,25-44,F,BLACK,40.804008,-73.878333,Thursday,"40.804008, -73.878333"
2024-02-02T00:00:00.000-05:00,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DRUGS,PL 2201601,F,QUEENS,113,0,25-44,M,BLACK,40.674323,-73.789208,Friday,"40.674323, -73.789208"
2024-06-18T00:00:00.000-04:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,BRONX,47,0,<18,M,BLACK,40.891691,-73.858323,Tuesday,"40.891691, -73.858323"
2024-06-21T00:00:00.000-04:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553004,F,QUEENS,106,0,18-24,M,BLACK,40.663631578152376,-73.83573628108044,Friday,"40.663631578152376, -73.83573628108044"
2024-02-07T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,STATEN ISLAND,122,0,25-44,M,HISPANIC,40.598227,-74.082759,Wednesday,"40.598227, -74.082759"
2024-02-07T00:00:00.000-05:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,BRONX,44,1,25-44,M,BLACK,40.82781161940969,-73.92592932593037,Wednesday,"40.82781161940969, -73.92592932593037"
2024-02-06T00:00:00.000-05:00,268,CRIMINAL MIS 2 & 3,121,OTHER,PL 1450502,F,BRONX,46,0,18-24,M,HISPANIC,40.853367,-73.916335,Tuesday,"40.853367, -73.916335"
2024-02-08T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL05110MU,M,QUEENS,113,0,25-44,M,BLACK,40.669805,-73.759757,Thursday,"40.669805, -73.759757"
2024-01-29T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,BROOKLYN,67,0,25-44,F,BLACK,40.65417018290522,-73.91376047984437,Monday,"40.65417018290522, -73.91376047984437"
2024-01-22T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,STATEN ISLAND,121,0,25-44,M,BLACK,40.623743,-74.158465,Monday,"40.623743, -74.158465"
2024-06-11T00:00:00.000-04:00,681,"CHILD, ENDANGERING WELFARE",233,OTHER,PL 2601001,M,BROOKLYN,84,0,25-44,F,BLACK,40.6954388081238,-73.9832253756043,Tuesday,"40.6954388081238, -73.9832253756043"
2024-06-03T00:00:00.000-04:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,QUEENS,110,0,25-44,M,HISPANIC,40.744981,-73.870144,Monday,"40.744981, -73.870144"
2024-01-23T00:00:00.000-05:00,793,WEAPONS POSSESSION 3,118,OTHER,PL 2650201,F,BRONX,43,0,25-44,M,BLACK,40.839793,-73.866961,Tuesday,"40.839793, -73.866961"
2024-01-24T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,MANHATTAN,9,0,25-44,M,HISPANIC,40.734637,-73.990328,Wednesday,"40.734637, -73.990328"
2024-02-12T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,MANHATTAN,34,0,25-44,F,BLACK,40.863989,-73.924889,Monday,"40.863989, -73.924889"
2024-02-05T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,MANHATTAN,13,1,25-44,F,BLACK,40.73532642841026,-73.98986049700505,Monday,"40.73532642841026, -73.98986049700505"
2024-06-26T00:00:00.000-04:00,760,"BRIBERY,PUBLIC ADMINISTRATION",126,OTHER,PL 2154002,F,QUEENS,103,0,25-44,F,BLACK,40.69841906212362,-73.80105462136703,Wednesday,"40.69841906212362, -73.80105462136703"
2024-01-27T00:00:00.000-05:00,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,OTHER,PL 1450501,F,BROOKLYN,60,0,25-44,M,BLACK,40.5759261644496,-73.99113380923099,Saturday,"40.5759261644496, -73.99113380923099"
2024-06-28T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200600,F,STATEN ISLAND,121,0,<18,M,HISPANIC,40.623246,-74.149218,Friday,"40.623246, -74.149218"
2024-02-03T00:00:00.000-05:00,205,"TRESPASS 2, CRIMINAL",352,OTHER,PL 1401501,M,MANHATTAN,24,2,25-44,M,BLACK,40.797628,-73.96314,Saturday,"40.797628, -73.96314"
2024-02-01T00:00:00.000-05:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,STATEN ISLAND,120,0,45-64,M,BLACK,40.625556,-74.075507,Thursday,"40.625556, -74.075507"
2024-02-14T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,20,0,45-64,F,HISPANIC,40.770157,-73.982129,Wednesday,"40.770157, -73.982129"
2024-07-04T00:00:00.000-04:00,117,RECKLESS ENDANGERMENT 1,126,OTHER,PL 1202500,F,BROOKLYN,90,0,25-44,M,HISPANIC,40.71086342081823,-73.95800323427233,Thursday,"40.71086342081823, -73.95800323427233"
2024-02-15T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,QUEENS,108,0,25-44,F,BLACK,40.742954,-73.955274,Thursday,"40.742954, -73.955274"
2024-07-05T00:00:00.000-04:00,494,"STOLEN PROPERTY 2,1,POSSESSION",111,OTHER,PL 1655000,F,BROOKLYN,67,0,25-44,F,BLACK,40.659923,-73.924125,Friday,"40.659923, -73.924125"
2024-02-19T00:00:00.000-05:00,707,"IMPERSONATION 2, PUBLIC SERVAN",340,OTHER,PL 1902300,M,QUEENS,112,0,25-44,F,WHITE,40.720763,-73.846429,Monday,"40.720763, -73.846429"
2024-07-02T00:00:00.000-04:00,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,OTHER,PL 1402000,F,QUEENS,105,0,25-44,M,BLACK,40.726284,-73.73476,Tuesday,"40.726284, -73.73476"
2024-01-26T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,63,0,25-44,M,BLACK,40.628508,-73.941384,Friday,"40.628508, -73.941384"
2024-01-26T00:00:00.000-05:00,203,"TRESPASS 3, CRIMINAL",352,OTHER,PL 140100A,M,QUEENS,110,0,25-44,M,BLACK,40.745922,-73.891251,Friday,"40.745922, -73.891251"
2024-07-07T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,62,0,65+,M,WHITE,40.60821631126205,-73.99808400532848,Sunday,"40.60821631126205, -73.99808400532848"
2024-06-25T00:00:00.000-04:00,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER,VTL051101A,M,MANHATTAN,17,0,25-44,M,WHITE,40.75261958210974,-73.96706873893376,Tuesday,"40.75261958210974, -73.96706873893376"
2024-02-16T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,QUEENS,114,0,25-44,F,HISPANIC,40.75315,-73.911622,Friday,"40.75315, -73.911622"
2024-01-23T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BRONX,52,1,25-44,F,BLACK,40.88744620737977,-73.87800049039276,Tuesday,"40.88744620737977, -73.87800049039276"
2024-01-23T00:00:00.000-05:00,263,"ARSON 2,3,4",114,OTHER,PL 1500501,F,BRONX,40,0,25-44,M,HISPANIC,40.80368960503314,-73.91587848937573,Tuesday,"40.80368960503314, -73.91587848937573"
2024-06-25T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200502,F,BROOKLYN,73,1,25-44,F,BLACK,40.668272214093875,-73.90262523315641,Tuesday,"40.668272214093875, -73.90262523315641"
2024-02-03T00:00:00.000-05:00,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DRUGS,PL 2201601,F,BROOKLYN,71,0,25-44,M,BLACK,40.661408,-73.941287,Saturday,"40.661408, -73.941287"
2024-02-12T00:00:00.000-05:00,705,"FORGERY,ETC.-MISD.",358,OTHER,PL 1702000,M,MANHATTAN,25,0,25-44,M,BLACK,40.80504521468713,-73.93692835617708,Monday,"40.80504521468713, -73.93692835617708"
2024-06-24T00:00:00.000-04:00,681,"CHILD, ENDANGERING WELFARE",233,OTHER,PL 2601001,M,BROOKLYN,60,0,18-24,F,BLACK,40.5766459780433,-73.9764803960699,Monday,"40.5766459780433, -73.9764803960699"
2024-02-15T00:00:00.000-05:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,BRONX,43,0,25-44,F,HISPANIC,40.823378,-73.870168,Thursday,"40.823378, -73.870168"
2024-01-26T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,QUEENS,101,0,18-24,F,ASIAN,40.596003,-73.742115,Friday,"40.596003, -73.742115"
2024-02-08T00:00:00.000-05:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,QUEENS,100,0,18-24,M,BLACK,40.584077,-73.818253,Thursday,"40.584077, -73.818253"
2024-02-12T00:00:00.000-05:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,QUEENS,110,0,25-44,M,HISPANIC,40.734955,-73.874983,Monday,"40.734955, -73.874983"
2024-06-15T00:00:00.000-04:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,BROOKLYN,73,0,25-44,M,BLACK,40.66522734973944,-73.92318295755098,Saturday,"40.66522734973944, -73.92318295755098"
2024-06-21T00:00:00.000-04:00,223,"BURGLARY,RESIDENCE,NIGHT",107,OTHER,PL 1402502,F,BROOKLYN,62,0,<18,M,BLACK,40.602464,-74.00346,Friday,"40.602464, -74.00346"
2024-02-08T00:00:00.000-05:00,918,RECKLESS DRIVING,348,OTHER,VTL1212000,M,BROOKLYN,75,0,25-44,M,BLACK,40.672609379440864,-73.89991156605305,Thursday,"40.672609379440864, -73.89991156605305"
2024-06-05T00:00:00.000-04:00,793,WEAPONS POSSESSION 3,118,OTHER,PL 2650201,F,BROOKLYN,75,0,25-44,M,BLACK,40.678484,-73.894607,Wednesday,"40.678484, -73.894607"
2024-01-25T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL05110A4,M,BRONX,52,0,18-24,M,HISPANIC,40.8637863865462,-73.90027460218866,Thursday,"40.8637863865462, -73.90027460218866"
2024-06-27T00:00:00.000-04:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553501,F,QUEENS,113,3,45-64,M,BLACK,40.6799807384666,-73.7762339071953,Thursday,"40.6799807384666, -73.7762339071953"
2024-01-29T00:00:00.000-05:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200501,F,BROOKLYN,88,0,25-44,M,HISPANIC,40.685459,-73.974762,Monday,"40.685459, -73.974762"
2024-06-27T00:00:00.000-04:00,490,"STOLEN PROPERTY 3,POSSESSION",232,OTHER,PL 1654000,M,QUEENS,108,0,45-64,M,HISPANIC,40.74094035421719,-73.9172460111225,Thursday,"40.74094035421719, -73.9172460111225"
2024-06-04T00:00:00.000-04:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,BRONX,46,1,45-64,M,BLACK,40.84945286686186,-73.90599986315169,Tuesday,"40.84945286686186, -73.90599986315169"
2024-02-20T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,13,0,25-44,M,HISPANIC,40.740151,-73.994805,Tuesday,"40.740151, -73.994805"
2024-06-24T00:00:00.000-04:00,782,"WEAPONS, POSSESSION, ETC",236,OTHER,PL 2650101,M,BRONX,42,2,25-44,F,BLACK,40.823699,-73.902736,Monday,"40.823699, -73.902736"
2024-06-17T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BRONX,40,0,25-44,F,HISPANIC,40.816972,-73.921152,Monday,"40.816972, -73.921152"
2024-02-06T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553004,F,MANHATTAN,14,0,18-24,M,HISPANIC,40.756909,-73.985964,Tuesday,"40.756909, -73.985964"
2024-07-11T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,STATEN ISLAND,120,0,18-24,M,BLACK,40.614616,-74.084716,Thursday,"40.614616, -74.084716"
2024-06-07T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1601001,F,BROOKLYN,75,0,25-44,F,BLACK,40.671404,-73.881509,Friday,"40.671404, -73.881509"
2024-01-19T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,QUEENS,106,0,65+,F,BLACK,40.66975,-73.80265,Friday,"40.66975, -73.80265"
2024-02-16T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,MANHATTAN,19,0,<18,F,HISPANIC,40.779159,-73.954784,Friday,"40.779159, -73.954784"
2024-06-12T00:00:00.000-04:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,BROOKLYN,84,0,25-44,F,WHITE,40.695404,-73.983239,Wednesday,"40.695404, -73.983239"
2024-01-20T00:00:00.000-05:00,793,WEAPONS POSSESSION 3,118,OTHER,PL 2650201,F,MANHATTAN,19,1,25-44,M,HISPANIC,40.779497725226406,-73.95558406794517,Saturday,"40.779497725226406, -73.95558406794517"
2024-06-12T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,QUEENS,114,0,25-44,M,BLACK,40.757743,-73.938836,Wednesday,"40.757743, -73.938836"
2024-02-02T00:00:00.000-05:00,792,CRIMINAL POSSESSION WEAPON,118,OTHER,PL 265031B,F,QUEENS,113,0,<18,M,BLACK,40.685857411685845,-73.79547081796115,Friday,"40.685857411685845, -73.79547081796115"
2024-07-05T00:00:00.000-04:00,563,PROSTITUTION,356,OTHER,PL 2300000,M,QUEENS,111,0,45-64,F,ASIAN,40.767619,-73.738461,Friday,"40.767619, -73.738461"
2024-02-13T00:00:00.000-05:00,507,"CONTROLLED SUBSTANCE, POSSESSI",117,DRUGS,PL 2200602,F,MANHATTAN,5,0,25-44,M,HISPANIC,40.716345,-74.001252,Tuesday,"40.716345, -74.001252"
2024-01-26T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,STATEN ISLAND,121,0,18-24,F,HISPANIC,40.582305,-74.169067,Friday,"40.582305, -74.169067"
2024-01-30T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553501,F,MANHATTAN,10,0,45-64,M,BLACK,40.742827,-73.998428,Tuesday,"40.742827, -73.998428"
2024-06-28T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,BROOKLYN,73,0,25-44,M,WHITE,40.669056,-73.914969,Friday,"40.669056, -73.914969"
2024-02-22T00:00:00.000-05:00,175,"SEXUAL ABUSE 3,2",233,OTHER,PL 1305201,M,BROOKLYN,77,0,25-44,M,WHITE,40.6744956865259,-73.9305713255961,Thursday,"40.6744956865259, -73.9305713255961"
2024-02-06T00:00:00.000-05:00,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,OTHER,PL 1456002,M,MANHATTAN,34,0,45-64,M,HISPANIC,40.864049,-73.926315,Tuesday,"40.864049, -73.926315"
2024-06-26T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,MANHATTAN,24,0,25-44,M,BLACK,40.793023,-73.973901,Wednesday,"40.793023, -73.973901"
2024-01-28T00:00:00.000-05:00,462,UNAUTHORIZED USE VEHICLE 3,353,OTHER,PL 1650501,M,BROOKLYN,72,0,18-24,M,WHITE,40.6581577535544,-74.0004411548878,Sunday,"40.6581577535544, -74.0004411548878"
2024-06-28T00:00:00.000-04:00,139,"MURDER,UNCLASSIFIED",101,OTHER,PL 1252501,F,QUEENS,114,0,25-44,M,BLACK,40.769552,-73.915361,Friday,"40.769552, -73.915361"
2024-02-07T00:00:00.000-05:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,BROOKLYN,77,1,25-44,M,WHITE,40.67065802222989,-73.95797447716627,Wednesday,"40.67065802222989, -73.95797447716627"
2024-01-29T00:00:00.000-05:00,792,CRIMINAL POSSESSION WEAPON,118,OTHER,PL 265031A,F,BRONX,44,1,25-44,M,BLACK,40.82781161940969,-73.92592932593037,Monday,"40.82781161940969, -73.92592932593037"
2024-02-08T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,BROOKLYN,63,0,25-44,F,WHITE,40.610023,-73.922165,Thursday,"40.610023, -73.922165"
2024-02-16T00:00:00.000-05:00,748,"CONTEMPT,CRIMINAL",359,OTHER,PL 2155003,M,BRONX,41,0,25-44,M,WHITE,40.812511,-73.902811,Friday,"40.812511, -73.902811"
2024-07-07T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,QUEENS,113,0,18-24,F,BLACK,40.680077,-73.775929,Sunday,"40.680077, -73.775929"
2024-07-10T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,BRONX,42,0,18-24,M,BLACK,40.838493,-73.899499,Wednesday,"40.838493, -73.899499"
2024-02-07T00:00:00.000-05:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200502,F,BROOKLYN,60,0,25-44,M,HISPANIC,40.577258,-73.976436,Wednesday,"40.577258, -73.976436"
2024-07-18T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,STATEN ISLAND,120,0,25-44,M,HISPANIC,40.644996,-74.077263,Thursday,"40.644996, -74.077263"
2024-01-26T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,QUEENS,103,0,45-64,M,BLACK,40.707439,-73.792139,Friday,"40.707439, -73.792139"
2024-01-30T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BRONX,49,0,18-24,M,HISPANIC,40.860455,-73.865559,Tuesday,"40.860455, -73.865559"
2024-01-31T00:00:00.000-05:00,793,WEAPONS POSSESSION 3,118,OTHER,PL 2650201,F,BROOKLYN,78,0,18-24,M,BLACK,40.681119,-73.974365,Wednesday,"40.681119, -73.974365"
2024-01-24T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,66,0,25-44,F,HISPANIC,40.625717,-73.991048,Wednesday,"40.625717, -73.991048"
2024-01-30T00:00:00.000-05:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1600500,F,MANHATTAN,20,0,25-44,M,HISPANIC,40.768831,-73.981351,Tuesday,"40.768831, -73.981351"
2024-02-10T00:00:00.000-05:00,662,MATERIAL              OFFENSIV,361,OTHER,PL 2451100,M,BROOKLYN,63,0,25-44,M,BLACK,40.628508,-73.941384,Saturday,"40.628508, -73.941384"
2024-01-27T00:00:00.000-05:00,905,"INTOXICATED DRIVING,ALCOHOL",347,OTHER,VTL11920U2,M,BROOKLYN,78,0,25-44,M,HISPANIC,40.673975008755384,-73.98569878753527,Saturday,"40.673975008755384, -73.98569878753527"
2024-02-20T00:00:00.000-05:00,802,ALCOHOLIC BEVERAGE CONTROL LAW,346,OTHER,ABC0064B00,M,QUEENS,114,0,45-64,F,WHITE,40.774996,-73.916498,Tuesday,"40.774996, -73.916498"
2024-02-17T00:00:00.000-05:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,BROOKLYN,77,0,45-64,M,BLACK,40.673292655166286,-73.95702109485504,Saturday,"40.673292655166286, -73.95702109485504"
2024-07-10T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,BRONX,45,0,25-44,M,BLACK,40.86203222330655,-73.80213781465784,Wednesday,"40.86203222330655, -73.80213781465784"
2024-02-10T00:00:00.000-05:00,724,"FORGERY-ILLEGAL POSSESSION,VEH",126,OTHER,PL 1707001,F,QUEENS,106,0,25-44,M,ASIAN,40.686528492858145,-73.8300405148151,Saturday,"40.686528492858145, -73.8300405148151"
2024-02-05T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,MANHATTAN,28,0,25-44,F,BLACK,40.808758,-73.944766,Monday,"40.808758, -73.944766"
2024-01-26T00:00:00.000-05:00,115,RECKLESS ENDANGERMENT 2,355,OTHER,PL 1202000,M,BRONX,43,0,25-44,M,HISPANIC,40.830874,-73.858863,Friday,"40.830874, -73.858863"
2024-01-26T00:00:00.000-05:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,MANHATTAN,14,1,25-44,F,BLACK,40.757232265258125,-73.98979219054627,Friday,"40.757232265258125, -73.98979219054627"
2024-01-22T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,BROOKLYN,63,0,18-24,M,HISPANIC,40.610931,-73.920761,Monday,"40.610931, -73.920761"
2024-01-27T00:00:00.000-05:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201402,M,BROOKLYN,88,0,25-44,M,ASIAN,40.689614,-73.960148,Saturday,"40.689614, -73.960148"
2024-07-02T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1601001,F,BROOKLYN,61,0,<18,F,BLACK,40.597113,-73.941249,Tuesday,"40.597113, -73.941249"
2024-02-17T00:00:00.000-05:00,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,OTHER,PL 1450001,M,BRONX,49,0,25-44,M,BLACK,40.862085,-73.830675,Saturday,"40.862085, -73.830675"
2024-02-01T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,75,2,25-44,F,BLACK,40.67086319819309,-73.87423302466671,Thursday,"40.67086319819309, -73.87423302466671"
2024-07-13T00:00:00.000-04:00,106,ASSAULT POLICE/PEACE OFFICER,106,ASSAULT,PL 1200800,F,BROOKLYN,76,0,25-44,F,BLACK,40.690976,-73.997001,Saturday,"40.690976, -73.997001"
